XinV,YinV,RinV,outputphase
2.76567e-005,0.00028515,0.000286104,84.396
3.43325e-005,0.000288965,0.000290873,83.166
3.91009e-005,0.000277521,0.000280382,81.81
3.52862e-005,0.000282289,0.000284197,82.878
2.86103e-005,0.000276567,0.000277521,83.946
2.57493e-005,0.00028515,0.000286104,84.66
2.57493e-005,0.000277521,0.000278475,84.522
2.19346e-005,0.000279428,0.000280382,85.374
2.57493e-005,0.000287058,0.000288012,84.696
3.33788e-005,0.000286104,0.000288012,83.238
3.71935e-005,0.000283243,0.00028515,82.494
3.05178e-005,0.000278475,0.000280382,83.598
3.05178e-005,0.000273706,0.000275614,83.616
2.57493e-005,0.000280382,0.000282289,84.72
2.47956e-005,0.000278475,0.000280382,84.816
2.0981e-005,0.00028515,0.00028515,85.722
2.86103e-005,0.00028515,0.000286104,84.132
3.33788e-005,0.000282289,0.000284197,83.142
3.24252e-005,0.000272753,0.00027466,83.184
3.71935e-005,0.000276567,0.000278475,82.182
2.6703e-005,0.000267031,0.000267984,84.162
2.3842e-005,0.000273706,0.000275614,85.008
1.62126e-005,0.000278475,0.000279428,86.586
2.86103e-005,0.000282289,0.000283243,84.21
2.86103e-005,0.000278475,0.000279428,83.988
2.9564e-005,0.000281336,0.000283243,83.928
3.33788e-005,0.000278475,0.000280382,83.046
2.86103e-005,0.000272753,0.000273706,83.874
2.19346e-005,0.000267984,0.000268938,85.32
2.19346e-005,0.000278475,0.000279428,85.362
2.00273e-005,0.000276567,0.000276567,85.728
2.19346e-005,0.000280382,0.000281336,85.392
3.05178e-005,0.00028515,0.000286104,83.868
4.19619e-005,0.000272753,0.000276567,81.126
3.52862e-005,0.000272753,0.00027466,82.632
3.24252e-005,0.000270845,0.000272753,83.136
2.47956e-005,0.00027466,0.000276567,84.744
2.47956e-005,0.000279428,0.000280382,84.828
2.6703e-005,0.00028515,0.000286104,84.528
3.05178e-005,0.000282289,0.000284197,83.676
3.14715e-005,0.000277521,0.000279428,83.43
2.76567e-005,0.000271799,0.000273706,84.138
3.05178e-005,0.000269892,0.000271799,83.382
3.14715e-005,0.000267984,0.000269892,83.19
2.57493e-005,0.000268938,0.000269892,84.486
3.05178e-005,0.000276567,0.000278475,83.556
1.90736e-005,2.57493e-005,3.24252e-005,54.06
2.28883e-005,0.00027466,0.00027466,84.558
1.52589e-005,0.00027466,0.00027466,86.55
1.14442e-005,0.000286104,0.000286104,87.336
1.62126e-005,0.00028515,0.00028515,86.658
1.85968e-005,0.000276567,0.000277521,86.142
1.43052e-005,0.000285627,0.000285866,87.096
3.05178e-005,0.000283124,0.000284793,83.832
1.85968e-005,0.000279667,0.000280382,86.184
1.52589e-005,0.000278475,0.000278952,86.85
9.29838e-006,0.000282528,0.000282766,88.074
7.86787e-006,0.000283958,0.000284197,88.386
9.29838e-006,0.000289442,0.000289442,88.122
2.12194e-005,0.000292541,0.000293257,85.83
2.05041e-005,0.00028825,0.000288965,85.902
1.90736e-005,0.000282766,0.000283482,86.124
2.05041e-005,0.000280621,0.000281336,85.788
1.52589e-005,0.000279667,0.000280144,86.862
1.81199e-005,0.00028968,0.000290396,86.418
1.40668e-005,0.000284197,0.000284435,87.15
1.23978e-005,0.000293018,0.000293257,87.558
1.35899e-005,0.000290634,0.000291111,87.312
1.85968e-005,0.00028968,0.000290396,86.316
3.19483e-005,0.000284435,0.000286343,83.586
1.9312e-005,0.000281813,0.000282289,86.076
1.83583e-005,0.000277044,0.00027776,86.184
1.59742e-005,0.00027776,0.000278236,86.706
1.26362e-005,0.000279428,0.000279905,87.372
1.00136e-005,0.000286343,0.000286581,87.966
1.16826e-005,0.000288965,0.000288965,87.654
2.14578e-005,0.000295879,0.000296595,85.848
2.02657e-005,0.00028825,0.000288965,85.932
2.52725e-005,0.00028372,0.000284912,84.87
2.43188e-005,0.000277044,0.000277998,84.948
1.85968e-005,0.000277521,0.000278236,86.118
1.14442e-005,0.000276329,0.000276567,87.618
4.52998e-006,0.000277044,0.000277044,89.034
8.82155e-006,0.000284435,0.000284435,88.188
